"Номер операции","Дата","Код магазина","Код товара","Количество упаковок, шт.","Тип операции","Цена руб./шт."
"1110","10/3/2021","M2","40","38","Продажа","15"
"1111","10/3/2021","M2","41","180","Поступление","35"
"1112","10/3/2021","M2","41","25","Продажа","35"
"1113","10/3/2021","M2","42","180","Поступление","90"
"1114","10/3/2021","M2","42","21","Продажа","90"
"1115","10/3/2021","M2","43","170","Поступление","40"
"1116","10/3/2021","M2","43","17","Продажа","40"
"1117","10/3/2021","M3","17","180","Поступление","95"
"1118","10/3/2021","M3","17","85","Продажа","95"
"1119","10/3/2021","M3","19","180","Поступление","90"
"1120","10/3/2021","M3","19","55","Продажа","90"
"1121","10/3/2021","M3","20","170","Поступление","80"
"1122","10/3/2021","M3","20","57","Продажа","80"
"1123","10/3/2021","M3","21","180","Поступление","105"
"1124","10/3/2021","M3","21","78","Продажа","105"
"1125","10/3/2021","M3","22","180","Поступление","115"
"1126","10/3/2021","M3","22","71","Продажа","115"
"1127","10/3/2021","M3","23","180","Поступление","120"
"1128","10/3/2021","M3","23","15","Продажа","120"
"1129","10/3/2021","M3","35","180","Поступление","55"
"1130","10/3/2021","M3","35","54","Продажа","55"
"1131","10/3/2021","M3","37","170","Поступление","50"
"1132","10/3/2021","M3","37","135","Продажа","50"
"1133","10/3/2021","M3","38","180","Поступление","70"
"1134","10/3/2021","M3","38","86","Продажа","70"
"1135","10/3/2021","M3","39","180","Поступление","95"
"1136","10/3/2021","M3","39","148","Продажа","95"
"1137","10/3/2021","M3","40","170","Поступление","15"
"1138","10/3/2021","M3","40","47","Продажа","15"
"1139","10/3/2021","M3","41","180","Поступление","35"
"1140","10/3/2021","M3","41","18","Продажа","35"
"1141","10/3/2021","M3","42","180","Поступление","90"
"1142","10/3/2021","M3","42","26","Продажа","90"
"1143","10/3/2021","M3","43","180","Поступление","40"
"1144","10/3/2021","M3","43","18","Продажа","40"
"1145","10/3/2021","M4","17","180","Поступление","95"
"1146","10/3/2021","M4","17","77","Продажа","95"
"1147","10/3/2021","M4","19","170","Поступление","90"
"1148","10/3/2021","M4","19","54","Продажа","90"
"1149","10/3/2021","M4","20","180","Поступление","80"
"1150","10/3/2021","M4","20","57","Продажа","80"
"1151","10/3/2021","M4","21","180","Поступление","105"
"1152","10/3/2021","M4","21","82","Продажа","105"
"1153","10/3/2021","M4","22","170","Поступление","115"
"1154","10/3/2021","M4","22","75","Продажа","115"
"1155","10/3/2021","M4","23","180","Поступление","120"
"1156","10/3/2021","M4","23","30","Продажа","120"
"1157","10/3/2021","M4","35","180","Поступление","55"
"1158","10/3/2021","M4","35","59","Продажа","55"
"1159","10/3/2021","M4","37","180","Поступление","50"
"1160","10/3/2021","M4","37","125","Продажа","50"
"1161","10/3/2021","M4","38","180","Поступление","70"
"1162","10/3/2021","M4","38","110","Продажа","70"
"1163","10/3/2021","M4","39","170","Поступление","95"
"1164","10/3/2021","M4","39","148","Продажа","95"
"1165","10/3/2021","M4","40","180","Поступление","15"
"1166","10/3/2021","M4","40","47","Продажа","15"
"1167","10/3/2021","M4","41","180","Поступление","35"
"1168","10/3/2021","M4","41","12","Продажа","35"
"1169","10/3/2021","M4","42","170","Поступление","90"
"1170","10/3/2021","M4","42","19","Продажа","90"
"1171","10/3/2021","M4","43","180","Поступление","40"
"1172","10/3/2021","M4","43","14","Продажа","40"
"1173","10/3/2021","M5","17","180","Поступление","95"
"1174","10/3/2021","M5","17","98","Продажа","95"
"1175","10/3/2021","M5","19","180","Поступление","90"
"1176","10/3/2021","M5","19","54","Продажа","90"
"1177","10/3/2021","M5","20","180","Поступление","80"
"1178","10/3/2021","M5","20","48","Продажа","80"
"1179","10/3/2021","M5","21","170","Поступление","105"
"1180","10/3/2021","M5","21","95","Продажа","105"
"1181","10/3/2021","M5","22","180","Поступление","115"
"1182","10/3/2021","M5","22","99","Продажа","115"
"1183","10/3/2021","M5","23","180","Поступление","120"
"1184","10/3/2021","M5","23","42","Продажа","120"
"1185","10/3/2021","M5","35","170","Поступление","55"
"1186","10/3/2021","M5","35","54","Продажа","55"
"1187","10/3/2021","M5","37","180","Поступление","50"
"1188","10/3/2021","M5","37","127","Продажа","50"
"1189","10/3/2021","M5","38","180","Поступление","70"
"1190","10/3/2021","M5","38","116","Продажа","70"
"1191","10/3/2021","M5","39","180","Поступление","95"
"1192","10/3/2021","M5","39","154","Продажа","95"
"1193","10/3/2021","M5","40","180","Поступление","15"
"1194","10/3/2021","M5","40","26","Продажа","15"
"1195","10/3/2021","M5","41","170","Поступление","35"
"1196","10/3/2021","M5","41","44","Продажа","35"
"1197","10/3/2021","M5","42","180","Поступление","90"
"1198","10/3/2021","M5","42","25","Продажа","90"
"1199","10/3/2021","M5","43","180","Поступление","40"
"1200","10/3/2021","M5","43","19","Продажа","40"
"1201","10/3/2021","M6","17","170","Поступление","95"
"1202","10/3/2021","M6","17","98","Продажа","95"
"1203","10/3/2021","M6","19","180","Поступление","90"
"1204","10/3/2021","M6","19","54","Продажа","90"
"1205","10/3/2021","M6","20","180","Поступление","80"
"1206","10/3/2021","M6","20","49","Продажа","80"
"1207","10/3/2021","M6","21","180","Поступление","105"
"1208","10/3/2021","M6","21","84","Продажа","105"
"1209","10/3/2021","M6","22","180","Поступление","115"
"1210","10/3/2021","M6","22","97","Продажа","115"
"1211","10/3/2021","M6","23","170","Поступление","120"
"1212","10/3/2021","M6","23","40","Продажа","120"
"1213","10/3/2021","M6","35","180","Поступление","55"
"1214","10/3/2021","M6","35","27","Продажа","55"
"1215","10/3/2021","M6","37","180","Поступление","50"
"1216","10/3/2021","M6","37","89","Продажа","50"
"1217","10/3/2021","M6","38","170","Поступление","70"
"1218","10/3/2021","M6","38","104","Продажа","70"
"1219","10/3/2021","M6","39","180","Поступление","95"
"1220","10/3/2021","M6","39","136","Продажа","95"
"1221","10/3/2021","M6","40","180","Поступление","15"
"1222","10/3/2021","M6","40","21","Продажа","15"
"1223","10/3/2021","M6","41","180","Поступление","35"
"1224","10/3/2021","M6","41","35","Продажа","35"
"1225","10/3/2021","M6","42","180","Поступление","90"
"1226","10/3/2021","M6","42","14","Продажа","90"
"1227","10/3/2021","M6","43","170","Поступление","40"
"1228","10/3/2021","M6","43","8","Продажа","40"
"1229","10/3/2021","M7","17","180","Поступление","95"
"1230","10/3/2021","M7","17","90","Продажа","95"
"1231","10/3/2021","M7","19","180","Поступление","90"
"1232","10/3/2021","M7","19","58","Продажа","90"
"1233","10/3/2021","M7","20","170","Поступление","80"
"1234","10/3/2021","M7","20","60","Продажа","80"
"1235","10/3/2021","M7","21","180","Поступление","105"
"1236","10/3/2021","M7","21","95","Продажа","105"
"1237","10/3/2021","M7","22","180","Поступление","115"
"1238","10/3/2021","M7","22","81","Продажа","115"
"1239","10/3/2021","M7","23","180","Поступление","120"
"1240","10/3/2021","M7","23","35","Продажа","120"
"1241","10/3/2021","M7","35","180","Поступление","55"
"1242","10/3/2021","M7","35","57","Продажа","55"
"1243","10/3/2021","M7","37","170","Поступление","50"
"1244","10/3/2021","M7","37","135","Продажа","50"
"1245","10/3/2021","M7","38","180","Поступление","70"
"1246","10/3/2021","M7","38","114","Продажа","70"
"1247","10/3/2021","M7","39","180","Поступление","95"
"1248","10/3/2021","M7","39","153","Продажа","95"
"1249","10/3/2021","M7","40","170","Поступление","15"
"1250","10/3/2021","M7","40","37","Продажа","15"
"1251","10/3/2021","M7","41","180","Поступление","35"
"1252","10/3/2021","M7","41","14","Продажа","35"
"1253","10/3/2021","M7","42","180","Поступление","90"
"1254","10/3/2021","M7","42","17","Продажа","90"
"1255","10/3/2021","M7","43","180","Поступление","40"
"1256","10/3/2021","M7","43","21","Продажа","40"
"1257","10/3/2021","M8","17","180","Поступление","95"
"1258","10/3/2021","M8","17","87","Продажа","95"
"1259","10/3/2021","M8","19","170","Поступление","90"
"1260","10/3/2021","M8","19","47","Продажа","90"
"1261","10/3/2021","M8","20","180","Поступление","80"
"1262","10/3/2021","M8","20","54","Продажа","80"
"1263","10/3/2021","M8","21","180","Поступление","105"
"1264","10/3/2021","M8","21","82","Продажа","105"
"1265","10/3/2021","M8","22","170","Поступление","115"
"1266","10/3/2021","M8","22","75","Продажа","115"
"1267","10/3/2021","M8","23","180","Поступление","120"
"1268","10/3/2021","M8","23","23","Продажа","120"
"1269","10/3/2021","M8","35","180","Поступление","55"
"1270","10/3/2021","M8","35","58","Продажа","55"
"1271","10/3/2021","M8","37","180","Поступление","50"
"1272","10/3/2021","M8","37","135","Продажа","50"
"1273","10/3/2021","M8","38","180","Поступление","70"
"1274","10/3/2021","M8","38","112","Продажа","70"
"1275","10/3/2021","M8","39","170","Поступление","95"
"1276","10/3/2021","M8","39","146","Продажа","95"
"1277","10/3/2021","M8","40","180","Поступление","15"
"1278","10/3/2021","M8","40","45","Продажа","15"
"1279","10/3/2021","M8","41","180","Поступление","35"
"1280","10/3/2021","M8","41","21","Продажа","35"
"1281","10/3/2021","M8","42","170","Поступление","90"
"1282","10/3/2021","M8","42","18","Продажа","90"
"1283","10/3/2021","M8","43","180","Поступление","40"
"1284","10/3/2021","M8","43","14","Продажа","40"
"1285","10/3/2021","M9","17","180","Поступление","95"
"1286","10/3/2021","M9","17","78","Продажа","95"
"1287","10/3/2021","M9","19","180","Поступление","90"
"1288","10/3/2021","M9","19","58","Продажа","90"
"1289","10/3/2021","M9","20","180","Поступление","80"
"1290","10/3/2021","M9","20","57","Продажа","80"
"1291","10/3/2021","M9","21","170","Поступление","105"
"1292","10/3/2021","M9","21","72","Продажа","105"
"1293","10/3/2021","M9","22","180","Поступление","115"
"1294","10/3/2021","M9","22","68","Продажа","115"
"1295","10/3/2021","M9","23","180","Поступление","120"
"1296","10/3/2021","M9","23","14","Продажа","120"
"1297","10/3/2021","M9","35","170","Поступление","55"
"1298","10/3/2021","M9","35","54","Продажа","55"
"1299","10/3/2021","M9","37","180","Поступление","50"
"1300","10/3/2021","M9","37","130","Продажа","50"
"1301","10/3/2021","M9","38","180","Поступление","70"
"1302","10/3/2021","M9","38","85","Продажа","70"
"1303","10/3/2021","M9","39","180","Поступление","95"
"1304","10/3/2021","M9","39","147","Продажа","95"
"1305","10/3/2021","M9","40","180","Поступление","15"
"1306","10/3/2021","M9","40","47","Продажа","15"
"1307","10/3/2021","M9","41","170","Поступление","35"
"1308","10/3/2021","M9","41","22","Продажа","35"
"1309","10/3/2021","M9","42","180","Поступление","90"
"1310","10/3/2021","M9","42","14","Продажа","90"
"1311","10/3/2021","M9","43","180","Поступление","40"
"1312","10/3/2021","M9","43","12","Продажа","40"
"1313","10/4/2021","M1","15","170","Поступление","70"
"1314","10/4/2021","M1","15","180","Продажа","70"
"1315","10/4/2021","M10","15","180","Поступление","70"
"1316","10/4/2021","M10","15","180","Продажа","70"
"1317","10/4/2021","M11","15","180","Поступление","70"
"1318","10/4/2021","M11","15","108","Продажа","70"
"1319","10/4/2021","M12","15","180","Поступление","70"
"1320","10/4/2021","M12","15","144","Продажа","70"
"1321","10/4/2021","M13","15","180","Поступление","70"
"1322","10/4/2021","M13","15","144","Продажа","70"
"1323","10/4/2021","M14","15","170","Поступление","70"
"1324","10/4/2021","M14","15","76","Продажа","70"
"1325","10/4/2021","M15","15","180","Поступление","70"
"1326","10/4/2021","M15","15","180","Продажа","70"
"1327","10/4/2021","M16","15","180","Поступление","70"
"1328","10/4/2021","M16","15","144","Продажа","70"
"1329","10/4/2021","M2","15","170","Поступление","70"
"1330","10/4/2021","M2","15","132","Продажа","70"
"1331","10/4/2021","M3","15","180","Поступление","70"
"1332","10/4/2021","M3","15","108","Продажа","70"
"1333","10/4/2021","M4","15","180","Поступление","70"
"1334","10/4/2021","M4","15","144","Продажа","70"
"1335","10/4/2021","M5","15","180","Поступление","70"
"1336","10/4/2021","M5","15","180","Продажа","70"
"1337","10/4/2021","M6","2","180","Поступление","70"
"1338","10/4/2021","M6","2","160","Продажа","70"
"1339","10/4/2021","M7","2","170","Поступление","70"
"1340","10/4/2021","M7","2","144","Продажа","70"
"1341","10/4/2021","M8","15","180","Поступление","70"
"1342","10/4/2021","M8","15","120","Продажа","70"
"1343","10/4/2021","M9","15","180","Поступление","70"
"1344","10/4/2021","M9","15","90","Продажа","70"
"1345","10/7/2021","M1","2","170","Поступление","75"
"1346","10/7/2021","M1","2","95","Продажа","75"
"1347","10/7/2021","M1","11","180","Поступление","190"
"1348","10/7/2021","M1","11","89","Продажа","190"
"1349","10/7/2021","M1","12","180","Поступление","85"
"1350","10/7/2021","M1","12","104","Продажа","85"
"1351","10/7/2021","M1","31","180","Поступление","240"
"1352","10/7/2021","M1","31","20","Продажа","240"
"1353","10/7/2021","M1","32","180","Поступление","350"
"1354","10/7/2021","M1","32","24","Продажа","350"
"1355","10/7/2021","M1","36","170","Поступление","120"
"1356","10/7/2021","M1","36","31","Продажа","120"
"1357","10/7/2021","M1","49","180","Поступление","200"
"1358","10/7/2021","M1","49","49","Продажа","200"
"1359","10/7/2021","M1","50","180","Поступление","195"
"1360","10/7/2021","M1","50","47","Продажа","195"
"1361","10/7/2021","M1","51","170","Поступление","350"
"1362","10/7/2021","M1","51","48","Продажа","350"
"1363","10/7/2021","M1","52","180","Поступление","180"
"1364","10/7/2021","M1","52","58","Продажа","180"
"1365","10/7/2021","M1","53","180","Поступление","190"
"1366","10/7/2021","M1","53","57","Продажа","190"
"1367","10/7/2021","M1","54","180","Поступление","230"
"1368","10/7/2021","M1","54","29","Продажа","230"
"1369","10/7/2021","M1","55","180","Поступление","160"
"1370","10/7/2021","M1","55","66","Продажа","160"
"1371","10/7/2021","M1","56","170","Поступление","180"
"1372","10/7/2021","M1","56","35","Продажа","180"
"1373","10/7/2021","M1","57","180","Поступление","400"
"1374","10/7/2021","M1","57","26","Продажа","400"
"1375","10/7/2021","M1","58","180","Поступление","470"
"1376","10/7/2021","M1","58","37","Продажа","470"
"1377","10/7/2021","M1","59","170","Поступление","500"
"1378","10/7/2021","M1","59","39","Продажа","500"
"1379","10/7/2021","M1","60","180","Поступление","400"
"1380","10/7/2021","M1","60","38","Продажа","400"
"1381","10/7/2021","M1","61","180","Поступление","220"
"1382","10/7/2021","M1","61","27","Продажа","220"
"1383","10/7/2021","M1","62","180","Поступление","170"
"1384","10/7/2021","M1","62","19","Продажа","170"
"1385","10/7/2021","M1","63","180","Поступление","150"
"1386","10/7/2021","M1","63","26","Продажа","150"
"1387","10/7/2021","M1","64","170","Поступление","350"
"1388","10/7/2021","M1","64","18","Продажа","350"
"1389","10/7/2021","M10","2","180","Поступление","75"
"1390","10/7/2021","M10","2","102","Продажа","75"
"1391","10/7/2021","M10","11","180","Поступление","190"
"1392","10/7/2021","M10","11","93","Продажа","190"
"1393","10/7/2021","M10","12","170","Поступление","85"
"1394","10/7/2021","M10","12","110","Продажа","85"
"1395","10/7/2021","M10","31","180","Поступление","240"
"1396","10/7/2021","M10","31","18","Продажа","240"
"1397","10/7/2021","M10","32","180","Поступление","350"
"1398","10/7/2021","M10","32","34","Продажа","350"
"1399","10/7/2021","M10","36","180","Поступление","120"
"1400","10/7/2021","M10","36","32","Продажа","120"
"1401","10/7/2021","M10","49","180","Поступление","200"
"1402","10/7/2021","M10","49","57","Продажа","200"
"1403","10/7/2021","M10","50","170","Поступление","195"
"1404","10/7/2021","M10","50","55","Продажа","195"
"1405","10/7/2021","M10","51","180","Поступление","350"
"1406","10/7/2021","M10","51","53","Продажа","350"
"1407","10/7/2021","M10","52","180","Поступление","180"
"1408","10/7/2021","M10","52","64","Продажа","180"
"1409","10/7/2021","M10","53","170","Поступление","190"
"1410","10/7/2021","M10","53","62","Продажа","190"
"1411","10/7/2021","M10","54","180","Поступление","230"
"1412","10/7/2021","M10","54","37","Продажа","230"
"1413","10/7/2021","M10","55","180","Поступление","160"
"1414","10/7/2021","M10","55","74","Продажа","160"
"1415","10/7/2021","M10","56","180","Поступление","180"
"1416","10/7/2021","M10","56","42","Продажа","180"
"1417","10/7/2021","M10","57","180","Поступление","400"
"1418","10/7/2021","M10","57","33","Продажа","400"
"1419","10/7/2021","M10","58","170","Поступление","470"
"1420","10/7/2021","M10","58","44","Продажа","470"
"1421","10/7/2021","M10","59","180","Поступление","500"
"1422","10/7/2021","M10","59","49","Продажа","500"
"1423","10/7/2021","M10","60","180","Поступление","400"
"1424","10/7/2021","M10","60","41","Продажа","400"
"1425","10/7/2021","M10","61","170","Поступление","220"
"1426","10/7/2021","M10","61","37","Продажа","220"
"1427","10/7/2021","M10","62","180","Поступление","170"
"1428","10/7/2021","M10","62","25","Продажа","170"
"1429","10/7/2021","M10","63","180","Поступление","150"
"1430","10/7/2021","M10","63","34","Продажа","150"
"1431","10/7/2021","M10","64","180","Поступление","350"
"1432","10/7/2021","M10","64","21","Продажа","350"
"1433","10/7/2021","M11","2","180","Поступление","75"
"1434","10/7/2021","M11","2","21","Продажа","75"
"1435","10/7/2021","M11","11","170","Поступление","190"
"1436","10/7/2021","M11","11","18","Продажа","190"
"1437","10/7/2021","M11","12","180","Поступление","85"
"1438","10/7/2021","M11","12","23","Продажа","85"
"1439","10/7/2021","M11","31","180","Поступление","240"
"1440","10/7/2021","M11","31","4","Продажа","240"
"1441","10/7/2021","M11","32","170","Поступление","350"
"1442","10/7/2021","M11","32","2","Продажа","350"
"1443","10/7/2021","M11","36","180","Поступление","120"
"1444","10/7/2021","M11","36","8","Продажа","120"
"1445","10/7/2021","M11","49","180","Поступление","200"
"1446","10/7/2021","M11","49","42","Продажа","200"
"1447","10/7/2021","M11","50","180","Поступление","195"
"1448","10/7/2021","M11","50","41","Продажа","195"
"1449","10/7/2021","M11","51","180","Поступление","350"
"1450","10/7/2021","M11","51","32","Продажа","350"
"1451","10/7/2021","M11","52","170","Поступление","180"
"1452","10/7/2021","M11","52","63","Продажа","180"
"1453","10/7/2021","M11","53","180","Поступление","190"
"1454","10/7/2021","M11","53","62","Продажа","190"
"1455","10/7/2021","M11","54","180","Поступление","230"
"1456","10/7/2021","M11","54","31","Продажа","230"
"1457","10/7/2021","M11","55","170","Поступление","160"
"1458","10/7/2021","M11","55","74","Продажа","160"
"1459","10/7/2021","M11","56","180","Поступление","180"
"1460","10/7/2021","M11","56","45","Продажа","180"
"1461","10/7/2021","M11","57","180","Поступление","400"
"1462","10/7/2021","M11","57","31","Продажа","400"
"1463","10/7/2021","M11","58","180","Поступление","470"
"1464","10/7/2021","M11","58","26","Продажа","470"
"1465","10/7/2021","M11","59","180","Поступление","500"
"1466","10/7/2021","M11","59","21","Продажа","500"
"1467","10/7/2021","M11","60","170","Поступление","400"
"1468","10/7/2021","M11","60","20","Продажа","400"
"1469","10/7/2021","M11","61","180","Поступление","220"
"1470","10/7/2021","M11","61","33","Продажа","220"
"1471","10/7/2021","M11","62","180","Поступление","170"
"1472","10/7/2021","M11","62","25","Продажа","170"
"1473","10/7/2021","M11","63","170","Поступление","150"
"1474","10/7/2021","M11","63","33","Продажа","150"
"1475","10/7/2021","M11","64","180","Поступление","350"
"1476","10/7/2021","M11","64","11","Продажа","350"
"1477","10/7/2021","M12","2","180","Поступление","75"
"1478","10/7/2021","M12","2","50","Продажа","75"
"1479","10/7/2021","M12","11","180","Поступление","190"
"1480","10/7/2021","M12","11","48","Продажа","190"
"1481","10/7/2021","M12","12","180","Поступление","85"
"1482","10/7/2021","M12","12","58","Продажа","85"
"1483","10/7/2021","M12","31","170","Поступление","240"
"1484","10/7/2021","M12","31","8","Продажа","240"
"1485","10/7/2021","M12","32","180","Поступление","350"
"1486","10/7/2021","M12","32","9","Продажа","350"
"1487","10/7/2021","M12","36","180","Поступление","120"
"1488","10/7/2021","M12","36","14","Продажа","120"
"1489","10/7/2021","M12","49","170","Поступление","200"
"1490","10/7/2021","M12","49","48","Продажа","200"
"1491","10/7/2021","M12","50","180","Поступление","195"
"1492","10/7/2021","M12","50","47","Продажа","195"
"1493","10/7/2021","M12","51","180","Поступление","350"
"1494","10/7/2021","M12","51","39","Продажа","350"
"1495","10/7/2021","M12","52","180","Поступление","180"
"1496","10/7/2021","M12","52","57","Продажа","180"
"1497","10/7/2021","M12","53","180","Поступление","190"
"1498","10/7/2021","M12","53","55","Продажа","190"
"1499","10/7/2021","M12","54","170","Поступление","230"
"1500","10/7/2021","M12","54","28","Продажа","230"
"1501","10/7/2021","M12","55","180","Поступление","160"
"1502","10/7/2021","M12","55","64","Продажа","160"
"1503","10/7/2021","M12","56","180","Поступление","180"
"1504","10/7/2021","M12","56","37","Продажа","180"
"1505","10/7/2021","M12","57","170","Поступление","400"
"1506","10/7/2021","M12","57","18","Продажа","400"
"1507","10/7/2021","M12","58","180","Поступление","470"
"1508","10/7/2021","M12","58","29","Продажа","470"
"1509","10/7/2021","M12","59","180","Поступление","500"
"1510","10/7/2021","M12","59","27","Продажа","500"
"1511","10/7/2021","M12","60","180","Поступление","400"
"1512","10/7/2021","M12","60","35","Продажа","400"
"1513","10/7/2021","M12","61","180","Поступление","220"
"1514","10/7/2021","M12","61","29","Продажа","220"
"1515","10/7/2021","M12","62","170","Поступление","170"
"1516","10/7/2021","M12","62","18","Продажа","170"
"1517","10/7/2021","M12","63","180","Поступление","150"
"1518","10/7/2021","M12","63","23","Продажа","150"
"1519","10/7/2021","M12","64","180","Поступление","350"
"1520","10/7/2021","M12","64","25","Продажа","350"
"1521","10/7/2021","M13","2","170","Поступление","75"
"1522","10/7/2021","M13","2","47","Продажа","75"
"1523","10/7/2021","M13","11","180","Поступление","190"
"1524","10/7/2021","M13","11","54","Продажа","190"
"1525","10/7/2021","M13","12","180","Поступление","85"
"1526","10/7/2021","M13","12","72","Продажа","85"
"1527","10/7/2021","M13","31","180","Поступление","240"
"1528","10/7/2021","M13","31","8","Продажа","240"
"1529","10/7/2021","M13","32","180","Поступление","350"
"1530","10/7/2021","M13","32","6","Продажа","350"
"1531","10/7/2021","M13","36","170","Поступление","120"
"1532","10/7/2021","M13","36","19","Продажа","120"
"1533","10/7/2021","M13","49","180","Поступление","200"
"1534","10/7/2021","M13","49","55","Продажа","200"
"1535","10/7/2021","M13","50","180","Поступление","195"
"1536","10/7/2021","M13","50","52","Продажа","195"
"1537","10/7/2021","M13","51","170","Поступление","350"
"1538","10/7/2021","M13","51","43","Продажа","350"
"1539","10/7/2021","M13","52","180","Поступление","180"
"1540","10/7/2021","M13","52","61","Продажа","180"
"1541","10/7/2021","M13","53","180","Поступление","190"
"1542","10/7/2021","M13","53","67","Продажа","190"
"1543","10/7/2021","M13","54","180","Поступление","230"
"1544","10/7/2021","M13","54","34","Продажа","230"
"1545","10/7/2021","M13","55","180","Поступление","160"
"1546","10/7/2021","M13","55","72","Продажа","160"
"1547","10/7/2021","M13","56","170","Поступление","180"
"1548","10/7/2021","M13","56","48","Продажа","180"
"1549","10/7/2021","M13","57","180","Поступление","400"
"1550","10/7/2021","M13","57","24","Продажа","400"
"1551","10/7/2021","M13","58","180","Поступление","470"
"1552","10/7/2021","M13","58","31","Продажа","470"
"1553","10/7/2021","M13","59","170","Поступление","500"
"1554","10/7/2021","M13","59","32","Продажа","500"
"1555","10/7/2021","M13","60","180","Поступление","400"
"1556","10/7/2021","M13","60","43","Продажа","400"
"1557","10/7/2021","M13","61","180","Поступление","220"
"1558","10/7/2021","M13","61","31","Продажа","220"
"1559","10/7/2021","M13","62","180","Поступление","170"
"1560","10/7/2021","M13","62","22","Продажа","170"
"1561","10/7/2021","M13","63","180","Поступление","150"
"1562","10/7/2021","M13","63","37","Продажа","150"
"1563","10/7/2021","M13","64","170","Поступление","350"
"1564","10/7/2021","M13","64","26","Продажа","350"
"1565","10/7/2021","M14","2","180","Поступление","75"
"1566","10/7/2021","M14","2","26","Продажа","75"
"1567","10/7/2021","M14","11","180","Поступление","190"
"1568","10/7/2021","M14","11","14","Продажа","190"
"1569","10/7/2021","M14","12","170","Поступление","85"
"1570","10/7/2021","M14","12","21","Продажа","85"
"1571","10/7/2021","M14","31","180","Поступление","240"
"1572","10/7/2021","M14","31","4","Продажа","240"
"1573","10/7/2021","M14","32","180","Поступление","350"
"1574","10/7/2021","M14","32","3","Продажа","350"
"1575","10/7/2021","M14","36","180","Поступление","120"
"1576","10/7/2021","M14","36","11","Продажа","120"
"1577","10/7/2021","M14","49","180","Поступление","200"
"1578","10/7/2021","M14","49","37","Продажа","200"
"1579","10/7/2021","M14","50","170","Поступление","195"
"1580","10/7/2021","M14","50","35","Продажа","195"
"1581","10/7/2021","M14","51","180","Поступление","350"
"1582","10/7/2021","M14","51","28","Продажа","350"
"1583","10/7/2021","M14","52","180","Поступление","180"
"1584","10/7/2021","M14","52","58","Продажа","180"
"1585","10/7/2021","M14","53","170","Поступление","190"
"1586","10/7/2021","M14","53","59","Продажа","190"
"1587","10/7/2021","M14","54","180","Поступление","230"
"1588","10/7/2021","M14","54","24","Продажа","230"
"1589","10/7/2021","M14","55","180","Поступление","160"
"1590","10/7/2021","M14","55","65","Продажа","160"
"1591","10/7/2021","M14","56","180","Поступление","180"
"1592","10/7/2021","M14","56","37","Продажа","180"
"1593","10/7/2021","M14","57","180","Поступление","400"
"1594","10/7/2021","M14","57","28","Продажа","400"
"1595","10/7/2021","M14","58","170","Поступление","470"
"1596","10/7/2021","M14","58","19","Продажа","470"
"1597","10/7/2021","M14","59","180","Поступление","500"
"1598","10/7/2021","M14","59","18","Продажа","500"
"1599","10/7/2021","M14","60","180","Поступление","400"
"1600","10/7/2021","M14","60","16","Продажа","400"
"1601","10/7/2021","M14","61","170","Поступление","220"
"1602","10/7/2021","M14","61","25","Продажа","220"
"1603","10/7/2021","M14","62","180","Поступление","170"
"1604","10/7/2021","M14","62","15","Продажа","170"
"1605","10/7/2021","M14","63","180","Поступление","150"
"1606","10/7/2021","M14","63","27","Продажа","150"
"1607","10/7/2021","M14","64","180","Поступление","350"
"1608","10/7/2021","M14","64","14","Продажа","350"
"1609","10/7/2021","M15","2","180","Поступление","75"
"1610","10/7/2021","M15","2","95","Продажа","75"
"1611","10/7/2021","M15","11","170","Поступление","190"
"1612","10/7/2021","M15","11","87","Продажа","190"
"1613","10/7/2021","M15","12","180","Поступление","85"
"1614","10/7/2021","M15","12","115","Продажа","85"
"1615","10/7/2021","M15","31","180","Поступление","240"
"1616","10/7/2021","M15","31","12","Продажа","240"
"1617","10/7/2021","M15","32","170","Поступление","350"
"1618","10/7/2021","M15","32","19","Продажа","350"
"1619","10/7/2021","M15","36","180","Поступление","120"
"1620","10/7/2021","M15","36","27","Продажа","120"
"1621","10/7/2021","M15","49","180","Поступление","200"
"1622","10/7/2021","M15","49","49","Продажа","200"
"1623","10/7/2021","M15","50","180","Поступление","195"
"1624","10/7/2021","M15","50","47","Продажа","195"
"1625","10/7/2021","M15","51","180","Поступление","350"
"1626","10/7/2021","M15","51","48","Продажа","350"
"1627","10/7/2021","M15","2","170","Поступление","180"
"1628","10/7/2021","M15","52","58","Продажа","180"
"1629","10/7/2021","M15","2","180","Поступление","190"
"1630","10/7/2021","M15","53","57","Продажа","190"
"1631","10/7/2021","M15","54","180","Поступление","230"
"1632","10/7/2021","M15","54","29","Продажа","230"
"1633","10/7/2021","M15","2","170","Поступление","160"
"1634","10/7/2021","M15","55","66","Продажа","160"
"1635","10/7/2021","M15","56","180","Поступление","180"
"1636","10/7/2021","M15","56","35","Продажа","180"
"1637","10/7/2021","M15","57","180","Поступление","400"
"1638","10/7/2021","M15","57","26","Продажа","400"
"1639","10/7/2021","M15","58","180","Поступление","470"
"1640","10/7/2021","M15","58","37","Продажа","470"
"1641","10/7/2021","M15","59","180","Поступление","500"
"1642","10/7/2021","M15","59","39","Продажа","500"
"1643","10/7/2021","M15","60","170","Поступление","400"
"1644","10/7/2021","M15","60","38","Продажа","400"
"1645","10/7/2021","M15","61","180","Поступление","220"
